"reach_id","node_id","area_m2","area_precision_m2","datetime"
"78220000231","78220000230031",11125.1773626922,1301.13448209571,"2022_07_25 11:00"
"78220000231","78220000230041",14061.3277433874,1215.29585441702,"2022_07_25 11:00"
"78220000231","78220000230051",15337.3614787928,1274.25706008501,"2022_07_25 11:00"
