"","node_id","reach_id","water_area_m2","image_name","datetime"
"1","NA",78220000171,701984.686889799,"PHR_2022_07_25_Willamette_32610__shifted_to__GoogleAeroport32610",2022-07-29 19:00:00
"2","NA",78220000171,437257.480600874,"PHR_2022_07_27_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"3","NA",78220000171,695701.886059021,"PHR_2022_07_28_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"4","NA",78220000171,719502.526320873,"PHR_2022_07_29_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
