"","gnss_Lat","gnss_Lon","gnss_wse","gnss_time_tai","gnss_uncertainty_m","gnss_surf_flag","gnss_motion_flag","gnss_time_UTC","gnss_ellipsoid","drift_id"
"1",44.5518440148696,-123.251888174873,59.3083963394871,712257877,0.0202605521359303,12,2,2022-07-27 17:24:37,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"2",44.55184405805,-123.251888583688,59.3089018947006,712257878,0.0202592763356136,12,2,2022-07-27 17:24:38,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"3",44.5518441126079,-123.251888525895,59.3076292358892,712257879,0.0202580013951857,12,2,2022-07-27 17:24:39,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"4",44.5518441663929,-123.251888019249,59.3033209125808,712257880,0.0202567275064817,12,2,2022-07-27 17:24:40,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"5",44.5518441028953,-123.251887455603,59.2989884962654,712257881,0.0202554549335998,12,2,2022-07-27 17:24:41,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"6",44.5518440861848,-123.251887295443,59.306520890491,712257882,0.0202541839964238,12,2,2022-07-27 17:24:42,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"7",44.5518442179868,-123.251887296241,59.3127643428071,712257883,0.0202529133515189,12,2,2022-07-27 17:24:43,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"8",44.5518443956069,-123.251887156656,59.3147492669441,712257884,0.0202516418235614,12,2,2022-07-27 17:24:44,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"9",44.5518445561,-123.251886774046,59.3083960872516,712257885,0.0202503705421257,12,2,2022-07-27 17:24:45,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"10",44.5518445830439,-123.251886504268,59.306251173519,712257886,0.0202490970443061,12,2,2022-07-27 17:24:46,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"11",44.5518445814322,-123.251886490116,59.2966014915976,712257887,0.0202478249611979,12,2,2022-07-27 17:24:47,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"12",44.5518445527843,-123.251886484533,59.2931345643187,712257888,0.0202465553379898,12,2,2022-07-27 17:24:48,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"13",44.5518446142816,-123.251886470767,59.2947388261329,712257889,0.0202452837917592,12,2,2022-07-27 17:24:49,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"14",44.551844714216,-123.25188643144,59.2958153814228,712257890,0.0202440123183287,12,2,2022-07-27 17:24:50,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"15",44.5518447223971,-123.251886382808,59.2946542461736,712257891,0.020242741729979,12,2,2022-07-27 17:24:51,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"16",44.5518447112646,-123.251886303255,59.2982560234782,712257892,0.0202414713185703,12,2,2022-07-27 17:24:52,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
"17",44.5518446843671,-123.251886224291,59.3029920191139,712257893,0.0202402012988917,12,2,2022-07-27 17:24:53,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220727T153200_20220728T004800"
