"","gnss_Lat","gnss_Lon","gnss_wse","gnss_time_tai","gnss_uncertainty_m","gnss_surf_flag","gnss_motion_flag","gnss_time_UTC","gnss_ellipsoid","drift_id"
"1",44.5518376983008,-123.251938601862,59.3524856763988,712170834,0.0390867172889026,12,2,2022-07-26 17:13:54,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"2",44.5518379032232,-123.251939750309,59.3320116526218,712170835,0.0390790221939151,12,2,2022-07-26 17:13:55,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"3",44.5518380606114,-123.251940838575,59.3071091920353,712170836,0.0390713328717791,12,2,2022-07-26 17:13:56,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"4",44.55183801793,-123.251941828219,59.3282920724137,712170837,0.0390641782433239,12,2,2022-07-26 17:13:57,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"5",44.5518380234187,-123.25194294137,59.2984079470591,712170838,0.039055979558751,12,2,2022-07-26 17:13:58,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"6",44.5518379167134,-123.251943961454,59.2765074664161,712170839,0.0390483113120498,12,2,2022-07-26 17:13:59,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"7",44.551837877696,-123.251944756899,59.2807122516533,712170840,0.0390406593556538,12,2,2022-07-26 17:14:00,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"8",44.5518379539034,-123.251944423995,59.2888849897903,712170841,0.0390330158086117,12,2,2022-07-26 17:14:01,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"9",44.5518379836816,-123.251943967143,59.2858726604181,712170842,0.0390244955966598,12,2,2022-07-26 17:14:02,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"10",44.5518380644871,-123.251943285714,59.2963382292032,712170843,0.0390168535370235,12,2,2022-07-26 17:14:03,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"11",44.5518381550698,-123.251942780049,59.3016305407184,712170844,0.0390092262963457,12,2,2022-07-26 17:14:04,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"12",44.5518381981197,-123.251942318564,59.3194354843119,712170845,0.0390016111408417,12,2,2022-07-26 17:14:05,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"13",44.5518382230356,-123.251942053029,59.318216029629,712170846,0.0389940072996269,12,2,2022-07-26 17:14:06,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"14",44.5518382964203,-123.25194177244,59.3148676091372,712170847,0.0389864164927535,12,2,2022-07-26 17:14:07,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"15",44.5518383787785,-123.251941572916,59.2820071246997,712170848,0.0389793576903559,12,2,2022-07-26 17:14:08,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"16",44.551838373647,-123.25194132247,59.2873654625843,712170849,0.0389712564835178,12,2,2022-07-26 17:14:09,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"17",44.5518383711999,-123.251941055927,59.3017676805806,712170850,0.0389636849121375,12,2,2022-07-26 17:14:10,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"18",44.5518383320169,-123.251940842078,59.3138461856118,712170851,0.0389561233796501,12,2,2022-07-26 17:14:11,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"19",44.5518382426451,-123.251940554659,59.3262425445617,712170852,0.0389485648707474,12,2,2022-07-26 17:14:12,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"20",44.5518381458979,-123.251940465147,59.3292356255346,712170853,0.0389410164396579,12,2,2022-07-26 17:14:13,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"21",44.5518378370296,-123.251940090881,59.3260056193268,712170854,0.038933476107473,12,2,2022-07-26 17:14:14,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"22",44.5518377328166,-123.251940046311,59.3156893537377,712170855,0.0389259489132952,12,2,2022-07-26 17:14:15,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
"23",44.5518376623223,-123.251940121042,59.3252222192083,712170856,0.0389189517263165,12,2,2022-07-26 17:14:16,"6378137,0.00335281066474748","SWOTCalVal_WM_GNSS_L2_Rec2_20220726T155300_20220727T002400"
