latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns,g18,g18_ortho
42.58015738,-72.57469544,5.1115,18.28861,251,2021,33.072,7474569.57,-28.324,33.4355
42.58015719,-72.57469547,5.1398,18.28889,251,2021,33.1,474662.001,-28.324,33.4638
42.58015689,-72.57469525,5.187,18.28917,251,2021,33.147,-14.372,-28.324,33.511
42.58015683,-72.5746952,5.2286,18.28944,251,2021,33.189,-23.21,-28.324,33.5526
42.58015671,-72.5746952,5.2802,18.28972,251,2021,33.24,-31.473,-28.324,33.6042
42.58015658,-72.5746954,5.2679,18.29,251,2021,33.228,-39.562,-28.324,33.5919
42.58015663,-72.57469544,5.2337,18.29028,251,2021,33.194,-47.43,-28.324,33.5577
42.58015669,-72.57469544,5.2173,18.29056,251,2021,33.177,-55.347,-28.324,33.5413
42.58015683,-72.5746955,5.1641,18.29083,251,2021,33.124,-63.208,-28.324,33.4881
42.58015683,-72.57469557,5.1524,18.29111,251,2021,33.113,-70.487,-28.324,33.4764
42.58015678,-72.5746955,5.1731,18.29139,251,2021,33.133,-77.009,-28.324,33.4971
42.58015685,-72.5746954,5.1861,18.29167,251,2021,33.146,-82.777,-28.324,33.5101
42.58015684,-72.57469549,5.1458,18.29194,251,2021,33.106,-87.83,-28.324,33.4698
42.58015675,-72.57469544,5.1466,18.29222,251,2021,33.107,-91.857,-28.324,33.4706
42.58015681,-72.57469541,5.1647,18.2925,251,2021,33.125,-95.062,-28.324,33.4887
42.58015689,-72.57469537,5.1664,18.29278,251,2021,33.127,-97.491,-28.324,33.4904
42.58015702,-72.57469529,5.1961,18.29306,251,2021,33.156,-99.673,-28.324,33.5201
42.5801569,-72.57469538,5.1896,18.29333,251,2021,33.15,-101.146,-28.324,33.5136
42.58015704,-72.57469545,5.1604,18.29361,251,2021,33.121,-102.411,-28.324,33.4844
42.58015686,-72.57469562,5.1115,18.29389,251,2021,33.072,-103.477,-28.324,33.4355
42.58015693,-72.57469556,5.1227,18.29417,251,2021,33.083,-104.693,-28.324,33.4467
42.58015678,-72.57469556,5.1106,18.29444,251,2021,33.071,-105.883,-28.324,33.4346
42.58015678,-72.57469561,5.1056,18.29472,251,2021,33.066,-106.796,-28.324,33.4296
42.58015673,-72.57469562,5.1179,18.295,251,2021,33.078,-107.935,-28.324,33.4419
42.58015669,-72.57469568,5.1368,18.29528,251,2021,33.097,-108.773,-28.324,33.4608
42.58015659,-72.57469564,5.1548,18.29556,251,2021,33.115,-109.76,-28.324,33.4788
42.58015651,-72.57469566,5.1806,18.29583,251,2021,33.141,-110.288,-28.324,33.5046
42.58015639,-72.57469559,5.2321,18.29611,251,2021,33.192,-109.862,-28.324,33.5561
42.58015646,-72.57469557,5.2305,18.29639,251,2021,33.191,-107.535,-28.324,33.5545
42.58015629,-72.5746955,5.2932,18.29667,251,2021,33.253,-102.797,-28.324,33.6172
42.58015621,-72.57469543,5.3062,18.29694,251,2021,33.266,-95.816,-28.324,33.6302
42.58015625,-72.57469551,5.2983,18.29722,251,2021,33.258,-87.279,-28.324,33.6223
42.58015648,-72.57469545,5.2468,18.2975,251,2021,33.207,-77.61,-28.324,33.5708
42.58015646,-72.57469545,5.2303,18.29778,251,2021,33.19,-67.514,-28.324,33.5543
42.58015638,-72.57469543,5.2336,18.29806,251,2021,33.194,-57.425,-28.324,33.5576
42.58015635,-72.57469558,5.2256,18.29833,251,2021,33.186,-48.027,-28.324,33.5496
42.58015647,-72.57469563,5.2068,18.29861,251,2021,33.167,-39.361,-28.324,33.5308
42.58015646,-72.57469563,5.2063,18.29889,251,2021,33.166,-31.46,-28.324,33.5303
42.58015655,-72.57469557,5.217,18.29917,251,2021,33.177,-24.617,-28.324,33.541
42.58015653,-72.57469549,5.2338,18.29944,251,2021,33.194,-18.202,-28.324,33.5578
42.58015651,-72.57469547,5.234,18.29972,251,2021,33.194,-12.608,-28.324,33.558
42.58015675,-72.57469555,5.2103,18.3,251,2021,33.17,-7.868,-28.324,33.5343
42.58015662,-72.57469558,5.2244,18.30028,251,2021,33.185,-3.897,-28.324,33.5484
42.58015674,-72.57469546,5.2334,18.30056,251,2021,33.194,-0.758,-28.324,33.5574
42.58015684,-72.57469552,5.2403,18.30083,251,2021,33.2,1.956,-28.324,33.5643
42.58015634,-72.57469601,5.2332,18.30111,251,2021,33.193,4.602,-28.324,33.5572
42.58015633,-72.574696,5.2313,18.30139,251,2021,33.191,6.833,-28.324,33.5553
42.58015626,-72.57469594,5.1613,18.30167,251,2021,33.121,7.585,-28.324,33.4853
42.58015629,-72.57469589,5.1727,18.30194,251,2021,33.133,7.628,-28.324,33.4967
42.5801564,-72.57469592,5.1493,18.30222,251,2021,33.109,7.141,-28.324,33.4733
42.58015646,-72.57469588,5.1403,18.3025,251,2021,33.1,5.91,-28.324,33.4643
42.58015636,-72.57469599,5.1492,18.30278,251,2021,33.109,4.041,-28.324,33.4732
42.58015644,-72.57469611,5.1337,18.30306,251,2021,33.094,2.153,-28.324,33.4577
42.58015653,-72.57469615,5.1095,18.30333,251,2021,33.07,0.677,-28.324,33.4335
42.58015661,-72.5746961,5.1198,18.30361,251,2021,33.08,-0.54,-28.324,33.4438
42.58015655,-72.57469615,5.1661,18.30389,251,2021,33.126,-1.465,-28.324,33.4901
42.58015684,-72.57469601,5.0859,18.30417,251,2021,33.046,-2.641,-28.324,33.4099
42.58015681,-72.57469594,5.0864,18.30444,251,2021,33.047,-3.544,-28.324,33.4104
42.58015681,-72.57469594,5.0728,18.30472,251,2021,33.033,-14.832,-28.324,33.3968
42.58015671,-72.57469599,5.088,18.305,251,2021,33.048,-25.47,-28.324,33.412
42.58015665,-72.57469603,5.1017,18.30528,251,2021,33.062,-33.791,-28.324,33.4257
42.58015681,-72.57469594,5.1073,18.30556,251,2021,33.067,-39.639,-28.324,33.4313
42.58015622,-72.57469517,5.2618,18.30583,251,2021,33.222,-42.926,-28.324,33.5858
42.58015641,-72.57469529,5.2146,18.30611,251,2021,33.175,-45.017,-28.324,33.5386
42.58015646,-72.57469524,5.1999,18.30639,251,2021,33.16,-45.816,-28.324,33.5239
42.58015643,-72.57469504,5.2276,18.30667,251,2021,33.188,-45.889,-28.324,33.5516
42.58015654,-72.57469497,5.2118,18.30694,251,2021,33.172,-45.701,-28.324,33.5358
42.58015689,-72.57469502,5.1638,18.30722,251,2021,33.124,-44.95,-28.324,33.4878
42.58015783,-72.5746953,5.0046,18.3075,251,2021,32.965,-43.941,-28.324,33.3286
42.58015713,-72.57469506,5.1033,18.30778,251,2021,33.063,-41.872,-28.324,33.4273
42.58015743,-72.57469531,5.0161,18.30806,251,2021,32.976,-40.231,-28.324,33.3401
42.5801573,-72.5746951,5.0349,18.30833,251,2021,32.995,-38.583,-28.324,33.3589
42.58015739,-72.5746955,5.0479,18.30861,251,2021,33.008,-36.946,-28.324,33.3719
42.58015726,-72.57469531,5.0724,18.30889,251,2021,33.033,-35.053,-28.324,33.3964
42.58015713,-72.57469515,5.0633,18.30917,251,2021,33.023,-32.983,-28.324,33.3873
42.58015701,-72.57469503,5.0854,18.30944,251,2021,33.046,-30.655,-28.324,33.4094
42.5801574,-72.57469535,5.0192,18.30972,251,2021,32.979,-29.003,-28.324,33.3432
42.58015666,-72.57469471,5.1564,18.31,251,2021,33.117,-27.063,-28.324,33.4804
42.58015654,-72.57469501,5.1674,18.31028,251,2021,33.128,-25.672,-28.324,33.4914
42.58015668,-72.57469502,5.1729,18.31056,251,2021,33.133,-24.446,-28.324,33.4969
42.58015646,-72.57469483,5.2292,18.31083,251,2021,33.189,-22.85,-28.324,33.5532
42.58015644,-72.5746951,5.2101,18.31111,251,2021,33.17,-21.375,-28.324,33.5341
42.58015624,-72.57469481,5.2458,18.31139,251,2021,33.206,-20.046,-28.324,33.5698
42.5801562,-72.57469474,5.2792,18.31167,251,2021,33.239,-19.39,-28.324,33.6032
42.58015606,-72.57469457,5.2825,18.31194,251,2021,33.243,-18.999,-28.324,33.6065
42.5801562,-72.57469456,5.2583,18.31222,251,2021,33.218,-18.744,-28.324,33.5823
42.5801563,-72.57469464,5.2624,18.3125,251,2021,33.223,-18.952,-28.324,33.5864
42.58015613,-72.57469467,5.2962,18.31278,251,2021,33.256,-20.103,-28.324,33.6202
42.58015629,-72.57469477,5.2609,18.31306,251,2021,33.221,-21.919,-28.324,33.5849
42.58015616,-72.57469467,5.2909,18.31333,251,2021,33.251,-23.164,-28.324,33.6149
42.58015636,-72.57469491,5.2243,18.31361,251,2021,33.184,-23.893,-28.324,33.5483
42.58015591,-72.57469456,5.3453,18.31389,251,2021,33.305,-23.6,-28.324,33.6693
42.58015589,-72.57469436,5.3532,18.31417,251,2021,33.313,-23.13,-28.324,33.6772
42.58015629,-72.57469446,5.2326,18.31444,251,2021,33.193,-22.623,-28.324,33.5566
42.58015613,-72.57469451,5.2415,18.31472,251,2021,33.202,-21.861,-28.324,33.5655
42.58015626,-72.57469463,5.2069,18.315,251,2021,33.167,-21.279,-28.324,33.5309
42.58015642,-72.57469493,5.2157,18.31528,251,2021,33.176,-20.752,-28.324,33.5397
42.58015639,-72.57469482,5.2616,18.31556,251,2021,33.222,-20.106,-28.324,33.5856
42.58015626,-72.57469478,5.3134,18.31583,251,2021,33.274,-19.628,-28.324,33.6374
42.58015649,-72.57469486,5.1808,18.31611,251,2021,33.141,-19.768,-28.324,33.5048
42.58015653,-72.57469476,5.2025,18.31639,251,2021,33.163,-20.371,-28.324,33.5265
42.58015669,-72.57469476,5.1552,18.31667,251,2021,33.115,-20.765,-28.324,33.4792
42.58015664,-72.5746947,5.1399,18.31694,251,2021,33.1,-21.17,-28.324,33.4639
42.58015669,-72.57469507,5.161,18.31722,251,2021,33.121,-21.505,-28.324,33.485
42.58015683,-72.57469492,5.1027,18.3175,251,2021,33.063,-21.971,-28.324,33.4267
42.58015671,-72.57469491,5.1217,18.31778,251,2021,33.082,-23.492,-28.324,33.4457
42.58015672,-72.57469484,5.1437,18.31806,251,2021,33.104,-25.275,-28.324,33.4677
42.58015651,-72.57469499,5.1596,18.31833,251,2021,33.12,-27.154,-28.324,33.4836
42.58015646,-72.574695,5.185,18.31861,251,2021,33.145,-28.911,-28.324,33.509
42.58015646,-72.57469544,5.1774,18.31889,251,2021,33.138,-30.34,-28.324,33.5014
42.58015653,-72.57469541,5.1887,18.31917,251,2021,33.149,-31.215,-28.324,33.5127
42.58015571,-72.57469415,5.2947,18.31944,251,2021,33.255,-30.705,-28.324,33.6187
42.58015574,-72.57469418,5.3026,18.31972,251,2021,33.263,-29.531,-28.324,33.6266
42.58015578,-72.57469411,5.3471,18.32,251,2021,33.307,-27.924,-28.324,33.6711
42.58015588,-72.57469428,5.3476,18.32028,251,2021,33.308,-25.959,-28.324,33.6716
42.58015593,-72.57469444,5.3452,18.32056,251,2021,33.305,-23.707,-28.324,33.6692
42.58015591,-72.57469446,5.3376,18.32083,251,2021,33.298,-21.969,-28.324,33.6616
42.5801559,-72.57469435,5.3519,18.32111,251,2021,33.312,-20.346,-28.324,33.6759
42.58015604,-72.57469429,5.3653,18.32139,251,2021,33.325,-18.932,-28.324,33.6893
42.58015616,-72.57469408,5.3767,18.32167,251,2021,33.337,-17.864,-28.324,33.7007
42.58015609,-72.5746942,5.3845,18.32194,251,2021,33.345,-17.212,-28.324,33.7085
42.58015585,-72.57469427,5.3983,18.32222,251,2021,33.358,-17.094,-28.324,33.7223
42.58015599,-72.57469423,5.4075,18.3225,251,2021,33.368,-16.639,-28.324,33.7315
42.58015604,-72.57469426,5.4084,18.32278,251,2021,33.369,-15.779,-28.324,33.7324
42.5801561,-72.57469432,5.4013,18.32306,251,2021,33.361,-14.925,-28.324,33.7253
42.58015614,-72.57469438,5.3567,18.32333,251,2021,33.317,-14.449,-28.324,33.6807
42.58015612,-72.5746946,5.3151,18.32361,251,2021,33.275,-13.895,-28.324,33.6391
42.58015624,-72.57469444,5.3115,18.32389,251,2021,33.272,-13.39,-28.324,33.6355
42.58015628,-72.57469447,5.3038,18.32417,251,2021,33.264,-13.095,-28.324,33.6278
42.58015627,-72.57469443,5.2831,18.32444,251,2021,33.243,-12.853,-28.324,33.6071
42.58015628,-72.57469439,5.2667,18.32472,251,2021,33.227,-12.62,-28.324,33.5907
42.58015628,-72.57469445,5.2856,18.325,251,2021,33.246,-12.431,-28.324,33.6096
42.58015633,-72.57469444,5.2972,18.32528,251,2021,33.257,-12.814,-28.324,33.6212
42.58015637,-72.57469447,5.2745,18.32556,251,2021,33.235,-13.48,-28.324,33.5985
42.58015636,-72.57469453,5.2525,18.32583,251,2021,33.213,-14.461,-28.324,33.5765
42.58015621,-72.57469448,5.2762,18.32611,251,2021,33.236,-15.267,-28.324,33.6002
42.58015605,-72.57469446,5.2996,18.32639,251,2021,33.26,-16.268,-28.324,33.6236
42.58015611,-72.57469441,5.2923,18.32667,251,2021,33.252,-17.668,-28.324,33.6163
42.58015604,-72.57469451,5.325,18.32694,251,2021,33.285,-18.518,-28.324,33.649
42.58015598,-72.57469432,5.364,18.32722,251,2021,33.324,-18.632,-28.324,33.688
42.58015594,-72.57469434,5.391,18.3275,251,2021,33.351,-18.556,-28.324,33.715
42.5801558,-72.57469436,5.4308,18.32778,251,2021,33.391,-18.225,-28.324,33.7548
42.58015581,-72.57469444,5.4035,18.32806,251,2021,33.364,-17.867,-28.324,33.7275
42.58015592,-72.57469449,5.3855,18.32833,251,2021,33.346,-17.436,-28.324,33.7095
42.58015591,-72.57469447,5.3716,18.32861,251,2021,33.332,-16.644,-28.324,33.6956
42.58015602,-72.57469452,5.3326,18.32889,251,2021,33.293,-16.036,-28.324,33.6566
42.58015608,-72.57469462,5.312,18.32917,251,2021,33.272,-15.35,-28.324,33.636
42.58015622,-72.5746947,5.2734,18.32944,251,2021,33.234,-14.734,-28.324,33.5974
42.58015633,-72.57469467,5.2435,18.32972,251,2021,33.204,-13.813,-28.324,33.5675
42.58015629,-72.57469464,5.2414,18.33,251,2021,33.202,-12.954,-28.324,33.5654
42.58015616,-72.57469466,5.2488,18.33028,251,2021,33.209,-12.235,-28.324,33.5728
42.58015617,-72.57469471,5.2393,18.33056,251,2021,33.199,-11.887,-28.324,33.5633
42.58015608,-72.57469473,5.2449,18.33083,251,2021,33.205,-11.662,-28.324,33.5689
42.58015611,-72.57469476,5.2385,18.33111,251,2021,33.199,-11.458,-28.324,33.5625
42.58015607,-72.57469482,5.2252,18.33139,251,2021,33.185,-11.198,-28.324,33.5492
42.58015613,-72.57469486,5.205,18.33167,251,2021,33.165,-10.849,-28.324,33.529
42.58015626,-72.57469499,5.1621,18.33194,251,2021,33.122,-10.524,-28.324,33.4861
42.58015621,-72.57469503,5.1738,18.33222,251,2021,33.134,-10.299,-28.324,33.4978
42.58015618,-72.57469507,5.18,18.3325,251,2021,33.14,-10.382,-28.324,33.504
42.58015613,-72.57469515,5.1956,18.33278,251,2021,33.156,-10.503,-28.324,33.5196
42.5801562,-72.57469524,5.1878,18.33306,251,2021,33.148,-10.326,-28.324,33.5118
42.58015629,-72.57469522,5.1645,18.33333,251,2021,33.125,-9.62,-28.324,33.4885
42.58015629,-72.5746952,5.1741,18.33361,251,2021,33.134,-8.498,-28.324,33.4981
42.58015636,-72.57469534,5.1713,18.33389,251,2021,33.131,-7.417,-28.324,33.4953
42.58015652,-72.57469539,5.1437,18.33417,251,2021,33.104,-6.612,-28.324,33.4677
42.5801566,-72.5746954,5.0967,18.33444,251,2021,33.057,-6.143,-28.324,33.4207
42.58015667,-72.57469532,5.089,18.33472,251,2021,33.049,-5.908,-28.324,33.413
42.58015667,-72.57469541,5.0887,18.335,251,2021,33.049,-5.515,-28.324,33.4127
42.58015677,-72.57469534,5.0746,18.33528,251,2021,33.035,-5.233,-28.324,33.3986
42.58015688,-72.57469532,5.0524,18.33556,251,2021,33.013,-5.199,-28.324,33.3764
42.58015684,-72.57469523,5.0616,18.33583,251,2021,33.022,-5.187,-28.324,33.3856
42.58015681,-72.57469516,5.0588,18.33611,251,2021,33.019,-5.362,-28.324,33.3828
42.58015678,-72.57469524,5.0628,18.33639,251,2021,33.023,-5.365,-28.324,33.3868
42.58015673,-72.57469529,5.0527,18.33667,251,2021,33.013,-6.165,-28.324,33.3767
42.58015675,-72.57469526,5.046,18.33694,251,2021,33.006,-7.259,-28.324,33.37
42.58015681,-72.57469539,5.0218,18.33722,251,2021,32.982,-9.093,-28.324,33.3458
42.58015691,-72.57469537,5.0303,18.3375,251,2021,32.99,-11.327,-28.324,33.3543
42.58015684,-72.57469542,5.0454,18.33778,251,2021,33.006,-13.327,-28.324,33.3694
42.58015644,-72.57469546,5.2159,18.33806,251,2021,33.176,-14.838,-28.324,33.5399
42.58015631,-72.57469551,5.2257,18.33833,251,2021,33.186,-16.405,-28.324,33.5497
42.58015639,-72.57469562,5.2135,18.33861,251,2021,33.174,-17.971,-28.324,33.5375
42.58015653,-72.57469559,5.1802,18.33889,251,2021,33.14,-19.265,-28.324,33.5042
42.58015619,-72.57469572,5.2511,18.33917,251,2021,33.211,-20.464,-28.324,33.5751
42.58015594,-72.57469565,5.2569,18.33944,251,2021,33.217,-22.041,-28.324,33.5809
42.58015615,-72.57469541,5.2255,18.33972,251,2021,33.186,-23.456,-28.324,33.5495
42.58015545,-72.5746947,5.1545,18.34,251,2021,33.115,-24.256,-28.324,33.4785
42.58015425,-72.57469396,5.0943,18.34028,251,2021,33.054,-24.219,-28.324,33.4183
42.58015336,-72.57469403,5.0957,18.34056,251,2021,33.056,-23.7,-28.324,33.4197
42.58015304,-72.57469406,5.0388,18.34083,251,2021,32.999,-23.174,-28.324,33.3628
42.58015276,-72.57469384,5.039,18.34111,251,2021,32.999,-22.481,-28.324,33.363
42.58015209,-72.57469376,5.0034,18.34139,251,2021,32.964,-21.479,-28.324,33.3274
42.58015143,-72.57469365,5.2024,18.34167,251,2021,33.163,-19.673,-28.324,33.5264
42.580151,-72.57469357,5.1737,18.34194,251,2021,33.134,-18.441,-28.324,33.4977
42.580151,-72.57469346,5.261,18.34222,251,2021,33.221,-17.802,-28.324,33.585
42.58015129,-72.5746935,5.2352,18.3425,251,2021,33.195,-17.727,-28.324,33.5592
42.58015144,-72.57469332,5.2606,18.34278,251,2021,33.221,-17.322,-28.324,33.5846
42.58015141,-72.57469336,5.2933,18.34306,251,2021,33.253,-16.179,-28.324,33.6173
42.58015137,-72.57469358,5.2143,18.34333,251,2021,33.174,-14.855,-28.324,33.5383
42.58015107,-72.57469359,5.2279,18.34361,251,2021,33.188,-13.402,-28.324,33.5519
42.58015083,-72.57469368,5.226,18.34389,251,2021,33.186,-12.114,-28.324,33.55
42.58015162,-72.57469373,4.973,18.34417,251,2021,32.933,-11.574,-28.324,33.297
42.58015136,-72.57469365,5.0719,18.34444,251,2021,33.032,-10.838,-28.324,33.3959
42.58015116,-72.57469364,5.1283,18.34472,251,2021,33.088,-10.575,-28.324,33.4523
42.58015073,-72.57469354,5.1682,18.345,251,2021,33.128,-10.352,-28.324,33.4922
42.58015091,-72.57469368,5.1605,18.34528,251,2021,33.121,-10.461,-28.324,33.4845
42.58015094,-72.57469369,5.1518,18.34556,251,2021,33.112,-10.485,-28.324,33.4758
42.5801508,-72.57469346,5.1906,18.34583,251,2021,33.151,-10.734,-28.324,33.5146
42.58015136,-72.57469366,5.1667,18.34611,251,2021,33.127,-11.702,-28.324,33.4907
42.580151,-72.57469361,5.1587,18.34639,251,2021,33.119,-12.38,-28.324,33.4827
42.58015116,-72.57469513,5.1697,18.34667,251,2021,33.13,-12.274,-28.324,33.4937
42.58015116,-72.57469669,5.2351,18.34694,251,2021,33.195,-11.642,-28.324,33.5591
42.58015125,-72.57469667,5.1718,18.34722,251,2021,33.132,-11.142,-28.324,33.4958
42.58015208,-72.57469674,5.1954,18.3475,251,2021,33.156,-10.175,-28.324,33.5194
42.58015153,-72.57469749,5.2542,18.34778,251,2021,33.214,-9.281,-28.324,33.5782
42.58015149,-72.57469755,5.2665,18.34806,251,2021,33.227,-8.482,-28.324,33.5905
42.58015172,-72.57469753,5.3191,18.34833,251,2021,33.279,-7.837,-28.324,33.6431
42.58015138,-72.57469751,5.3452,18.34861,251,2021,33.305,-7.379,-28.324,33.6692
42.58015148,-72.5746976,5.3562,18.34889,251,2021,33.316,-7.467,-28.324,33.6802
42.58015173,-72.57469783,5.3755,18.34917,251,2021,33.336,-7.68,-28.324,33.6995
42.58015171,-72.57469799,5.3577,18.34944,251,2021,33.318,-8.287,-28.324,33.6817
42.58015173,-72.57469783,5.3869,18.34972,251,2021,33.347,-8.989,-28.324,33.7109
42.58015163,-72.57469766,5.3594,18.35,251,2021,33.32,-9.712,-28.324,33.6834
42.58015168,-72.57469738,5.3501,18.35028,251,2021,33.31,-10.557,-28.324,33.6741
42.58015168,-72.57469633,5.256,18.35056,251,2021,33.216,-11.449,-28.324,33.58
42.5801517,-72.57469621,5.2196,18.35083,251,2021,33.18,-11.237,-28.324,33.5436
42.58015124,-72.57469632,5.2909,18.35111,251,2021,33.251,-10.271,-28.324,33.6149
42.58015119,-72.57469601,5.32,18.35139,251,2021,33.28,-9.584,-28.324,33.644
42.58015127,-72.57469591,5.2886,18.35167,251,2021,33.249,-9.23,-28.324,33.6126
42.58015132,-72.57469595,5.2638,18.35194,251,2021,33.224,-9.1,-28.324,33.5878
42.58015131,-72.57469601,5.2727,18.35222,251,2021,33.233,-9.106,-28.324,33.5967
42.58015145,-72.57469617,5.2222,18.3525,251,2021,33.182,-9.652,-28.324,33.5462
42.58015145,-72.57469592,5.2273,18.35278,251,2021,33.187,-10.388,-28.324,33.5513
42.58015131,-72.57469602,5.2438,18.35306,251,2021,33.204,-10.612,-28.324,33.5678
42.58015144,-72.57469608,5.2189,18.35333,251,2021,33.179,-11.374,-28.324,33.5429
42.58015131,-72.57469609,5.282,18.35361,251,2021,33.242,-12.71,-28.324,33.606
42.58015108,-72.57469596,5.3535,18.35389,251,2021,33.314,-14.192,-28.324,33.6775
42.58015025,-72.57469566,5.4682,18.35417,251,2021,33.428,-15.689,-28.324,33.7922
42.58014887,-72.57469471,5.2908,18.35444,251,2021,33.251,-17.114,-28.324,33.6148
42.58014855,-72.57469451,5.1906,18.35472,251,2021,33.151,-17.913,-28.324,33.5146
42.58014837,-72.57469639,5.1605,18.355,251,2021,33.121,-17.488,-28.324,33.4845
42.58014768,-72.57469854,5.3063,18.35528,251,2021,33.266,-16.037,-28.324,33.6303
42.58014683,-72.57469905,5.3167,18.35556,251,2021,33.277,-14.695,-28.324,33.6407
42.58014523,-72.57469785,5.4257,18.35583,251,2021,33.386,-12.919,-28.324,33.7497
42.58014495,-72.57469645,5.2846,18.35611,251,2021,33.245,-11.844,-28.324,33.6086
42.58014456,-72.57469738,5.2983,18.35639,251,2021,33.258,-10.919,-28.324,33.6223
42.58014621,-72.57470164,5.1711,18.35667,251,2021,33.131,-10.963,-28.324,33.4951
42.58014661,-72.5747076,5.1828,18.35694,251,2021,33.143,-11.415,-28.324,33.5068
42.58014766,-72.57471313,5.1904,18.35722,251,2021,33.151,-12.538,-28.324,33.5144
42.58014678,-72.57471729,5.2882,18.3575,251,2021,33.248,-13.214,-28.324,33.6122
42.58014702,-72.57472043,5.3542,18.35778,251,2021,33.314,-14.032,-28.324,33.6782
42.58014719,-72.57472346,5.2661,18.35806,251,2021,33.226,-14.635,-28.324,33.5901
42.58014779,-72.57472564,5.2106,18.35833,251,2021,33.171,-15.016,-28.324,33.5346
42.58014659,-72.57472806,5.2088,18.35861,251,2021,33.169,-14.823,-28.324,33.5328
42.58014606,-72.57473218,5.2053,18.35889,251,2021,33.165,-14.083,-28.324,33.5293
42.58014524,-72.57473613,5.3107,18.35917,251,2021,33.271,-12.976,-28.324,33.6347
42.58014522,-72.57474081,5.1511,18.35944,251,2021,33.111,-13.013,-28.324,33.4751
42.58014472,-72.57474541,5.1194,18.35972,251,2021,33.08,-13.061,-28.324,33.4434
42.58014296,-72.57474913,5.1781,18.36,251,2021,33.138,-12.526,-28.324,33.5021
42.58014238,-72.57475478,5.1367,18.36028,251,2021,33.097,-12.45,-28.324,33.4607
42.58014075,-72.57475946,5.1305,18.36056,251,2021,33.091,-12.458,-28.324,33.4545
42.58013939,-72.57476403,5.2279,18.36083,251,2021,33.188,-12.709,-28.324,33.5519
42.58013786,-72.5747686,5.2386,18.36111,251,2021,33.199,-13.509,-28.324,33.5626
42.58013628,-72.5747734,5.1706,18.36139,251,2021,33.131,-15.015,-28.324,33.4946
42.58013476,-72.57477768,5.1435,18.36167,251,2021,33.104,-16.143,-28.324,33.4675
42.58013341,-72.57478189,5.1081,18.36194,251,2021,33.068,-17.113,-28.324,33.4321
42.58013156,-72.57478567,5.0782,18.36222,251,2021,33.038,-17.906,-28.324,33.4022
42.58012971,-72.5747892,5.0686,18.3625,251,2021,33.029,-18.392,-28.324,33.3926
42.58012756,-72.57479214,5.1073,18.36278,251,2021,33.068,-18.788,-28.324,33.4313
42.58012485,-72.57479488,5.2037,18.36306,251,2021,33.164,-19.229,-28.324,33.5277
42.58012211,-72.57479696,5.1137,18.36333,251,2021,33.074,-20.14,-28.324,33.4377
42.58011914,-72.57479833,5.0637,18.36361,251,2021,33.024,-20.83,-28.324,33.3877
42.58011552,-72.57479946,5.0843,18.36389,251,2021,33.045,-21.169,-28.324,33.4083
42.58011128,-72.57480027,5.2723,18.36417,251,2021,33.233,-20.269,-28.324,33.5963
42.58010723,-72.5748002,5.2288,18.36444,251,2021,33.189,-19.079,-28.324,33.5528
42.5801046,-72.57480042,5.2335,18.36472,251,2021,33.194,-16.726,-28.324,33.5575
42.58010124,-72.57480139,5.0227,18.365,251,2021,32.983,-15.113,-28.324,33.3467
42.5800971,-72.57479802,5.0742,18.36528,251,2021,33.034,-12.802,-28.324,33.3982
42.58009481,-72.57479431,5.1399,18.36556,251,2021,33.1,-11.438,-28.324,33.4639
42.58009183,-72.57479216,5.1115,18.36583,251,2021,33.072,-10.981,-28.324,33.4355
42.58009384,-72.57479627,4.2784,18.36611,251,2021,32.239,-14.082,-28.324,32.6024
42.58009298,-72.57479368,4.1085,18.36639,251,2021,32.069,-15.602,-28.324,32.4325
42.58009107,-72.57478981,4.1951,18.36667,251,2021,32.155,-15.514,-28.324,32.5191
42.58009146,-72.57478598,3.9038,18.36694,251,2021,31.864,-17.327,-28.324,32.2278
42.58008801,-72.57478028,4.1383,18.36722,251,2021,32.099,-17.885,-28.324,32.4623
42.58008648,-72.57477532,4.1418,18.3675,251,2021,32.102,-19.156,-28.324,32.4658
42.58008369,-72.57476831,4.355,18.36778,251,2021,32.315,-20.337,-28.324,32.679
42.5800829,-72.57476192,4.3451,18.36806,251,2021,32.305,-21.759,-28.324,32.6691
42.58008329,-72.57475419,4.2723,18.36833,251,2021,32.233,-23.079,-28.324,32.5963
42.58008283,-72.57474723,4.2618,18.36861,251,2021,32.222,-23.635,-28.324,32.5858
42.58008284,-72.57474102,4.2389,18.36889,251,2021,32.199,-23.67,-28.324,32.5629
42.58008273,-72.57473383,4.2361,18.36917,251,2021,32.196,-23.173,-28.324,32.5601
42.58008282,-72.57472663,4.2507,18.36944,251,2021,32.211,-22.902,-28.324,32.5747
42.58008319,-72.57472022,4.178,18.36972,251,2021,32.138,-21.87,-28.324,32.502
42.58008373,-72.57471301,4.1042,18.37,251,2021,32.064,-20.298,-28.324,32.4282
42.58008441,-72.57470567,4.1206,18.37028,251,2021,32.081,-18.16,-28.324,32.4446
42.58008448,-72.57469734,4.2853,18.37056,251,2021,32.246,-15.236,-28.324,32.6093
42.58008495,-72.57468925,4.2778,18.37083,251,2021,32.238,-12.735,-28.324,32.6018
