Serial_number:
2139147
Project ID:
WM_Dryrun22
Location:
PT11
LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
Date,Time,LEVEL,TEMPERATURE
2022/07/23,19:00:00,0,0.004,21.50
2022/07/23,19:15:00,0,0.005,21.40
2022/07/23,19:30:00,0,0.003,21.30
2022/07/23,19:45:00,0,0.004,21.20
2022/07/23,20:00:00,0,0.002,21.10
2022/07/23,20:15:00,0,0.005,21.10
2022/07/23,20:30:00,0,0.002,21.10
2022/07/23,20:45:00,0,0.004,21.10
2022/07/23,21:00:00,0,0.005,21.10
2022/07/23,21:15:00,0,0.004,21.10
2022/07/23,21:30:00,0,0.005,21.10
2022/07/23,21:45:00,0,0.002,21.10
2022/07/23,22:00:00,0,0.004,21.10
2022/07/23,22:15:00,0,0.003,21.20
2022/07/23,22:30:00,0,0.004,21.20
2022/07/23,22:45:00,0,0.003,21.30
2022/07/23,23:00:00,0,0.002,21.30
2022/07/23,23:15:00,0,0.004,21.40
2022/07/23,23:30:00,0,0.005,21.50
2022/07/23,23:45:00,0,0.003,21.70
2022/07/24,00:00:00,0,0.004,22.00
2022/07/24,00:15:00,0,0.002,22.30
2022/07/24,00:30:00,0,0.004,22.50
2022/07/24,00:45:00,0,0.001,22.60
2022/07/24,01:00:00,0,0.005,22.80
2022/07/24,01:15:00,0,0.002,22.90
2022/07/24,01:30:00,0,0.003,23.00
2022/07/24,01:45:00,0,0.003,23.00
2022/07/24,02:00:00,0,0.004,23.00
2022/07/24,02:15:00,0,0.003,23.00
2022/07/24,02:30:00,0,0.003,23.00
2022/07/24,02:45:00,0,0.005,23.00
2022/07/24,03:00:00,0,0.001,22.90
2022/07/24,03:15:00,0,0.003,22.90
2022/07/24,03:30:00,0,0.002,22.90
2022/07/24,03:45:00,0,0.002,22.80
2022/07/24,04:00:00,0,0.004,22.60
2022/07/24,04:15:00,0,0.004,22.40
2022/07/24,04:30:00,0,0.003,22.30
2022/07/24,04:45:00,0,0.002,22.20
2022/07/24,05:00:00,0,0.003,22.20
2022/07/24,05:15:00,0,0.003,22.20
2022/07/24,05:30:00,0,0.004,22.10
2022/07/24,05:45:00,0,0.003,22.00
2022/07/24,06:00:00,0,0.004,21.90
2022/07/24,06:15:00,0,0.004,21.70
2022/07/24,06:30:00,0,0.004,21.60
2022/07/24,06:45:00,0,0.004,21.40
2022/07/24,07:00:00,0,0.003,21.30
2022/07/24,07:15:00,0,0.004,21.10
2022/07/24,07:30:00,0,0.004,21.00
2022/07/24,07:45:00,0,0.002,20.80
2022/07/24,08:00:00,0,0.005,20.70
2022/07/24,08:15:00,0,0.004,20.70
2022/07/24,08:30:00,0,0.004,20.70
2022/07/24,08:45:00,0,0.004,20.70
2022/07/24,09:00:00,0,0.004,20.80
2022/07/24,09:15:00,0,0.004,20.80
2022/07/24,09:30:00,0,0.002,20.80
2022/07/24,09:45:00,0,0.005,20.90
2022/07/24,10:00:00,0,0.004,20.90
2022/07/24,10:15:00,0,0.004,20.90
2022/07/24,10:30:00,0,0.004,20.90
2022/07/24,10:45:00,0,0.005,20.90
2022/07/24,11:00:00,0,0.004,20.80
2022/07/24,11:15:00,0,0.004,20.80
2022/07/24,11:30:00,0,0.004,20.80
2022/07/24,11:45:00,0,0.002,20.80
2022/07/24,12:00:00,0,0.003,20.80
2022/07/24,12:15:00,0,0.005,20.80
2022/07/24,12:30:00,0,0.004,20.80
2022/07/24,12:45:00,0,0.004,20.70
2022/07/24,13:00:00,0,0.003,20.70
2022/07/24,13:15:00,0,0.004,20.70
2022/07/24,13:30:00,0,0.003,20.70
2022/07/24,13:45:00,0,0.002,20.60
2022/07/24,14:00:00,0,0.002,20.60
2022/07/24,14:15:00,0,0.005,20.60
2022/07/24,14:30:00,0,0.002,20.50
2022/07/24,14:45:00,0,0.004,20.50
2022/07/24,15:00:00,0,0.002,20.50
2022/07/24,15:15:00,0,0.005,20.50
2022/07/24,15:30:00,0,0.003,20.40
2022/07/24,15:45:00,0,0.004,20.40
2022/07/24,16:00:00,0,0.004,20.30
2022/07/24,16:15:00,0,0.004,20.30
2022/07/24,16:30:00,0,0.005,20.40
2022/07/24,16:45:00,0,0.003,20.80
2022/07/24,17:00:00,0,0.004,21.20
2022/07/24,17:15:00,0,0.003,21.40
2022/07/24,17:30:00,0,0.000,22.20
2022/07/24,17:45:00,0,-0.001,22.90
2022/07/24,18:00:00,0,0.000,23.40
2022/07/24,18:15:00,0,0.002,23.80
2022/07/24,18:30:00,0,0.003,24.10
2022/07/24,18:45:00,0,0.002,24.50
2022/07/24,19:00:00,0,0.016,25.00
2022/07/24,19:15:00,0,0.024,25.40
2022/07/24,19:30:00,0,0.020,26.70
2022/07/24,19:45:00,0,0.019,28.10
2022/07/24,20:00:00,0,0.018,30.20
2022/07/24,20:15:00,0,0.022,31.50
2022/07/24,20:30:00,0,0.020,33.00
2022/07/24,20:45:00,0,0.014,33.90
2022/07/24,21:00:00,0,0.009,34.20
2022/07/24,21:15:00,0,0.032,33.70
2022/07/24,21:30:00,0,0.034,34.00
2022/07/24,21:45:00,0,0.035,34.40
2022/07/24,22:00:00,0,0.036,34.10
2022/07/24,22:15:00,0,0.560,21.40
2022/07/24,22:30:00,0,0.560,21.20
2022/07/24,22:45:00,0,0.559,21.30
2022/07/24,23:00:00,0,0.555,21.30
2022/07/24,23:15:00,0,0.560,21.40
2022/07/24,23:30:00,0,0.562,21.40
2022/07/24,23:45:00,0,0.557,21.40
2022/07/25,00:00:00,0,0.558,21.50
2022/07/25,00:15:00,0,0.560,21.50
2022/07/25,00:30:00,0,0.557,21.40
2022/07/25,00:45:00,0,0.558,21.40
2022/07/25,01:00:00,0,0.556,21.50
2022/07/25,01:15:00,0,0.559,21.50
2022/07/25,01:30:00,0,0.554,21.40
2022/07/25,01:45:00,0,0.558,21.40
2022/07/25,02:00:00,0,0.553,21.30
2022/07/25,02:15:00,0,0.553,21.30
2022/07/25,02:30:00,0,0.553,21.30
2022/07/25,02:45:00,0,0.555,21.20
2022/07/25,03:00:00,0,0.552,21.20
2022/07/25,03:15:00,0,0.552,21.10
2022/07/25,03:30:00,0,0.555,21.10
2022/07/25,03:45:00,0,0.554,21.10
2022/07/25,04:00:00,0,0.551,21.00
2022/07/25,04:15:00,0,0.550,21.00
2022/07/25,04:30:00,0,0.552,21.00
2022/07/25,04:45:00,0,0.551,20.90
2022/07/25,05:00:00,0,0.550,20.90
2022/07/25,05:15:00,0,0.553,20.90
2022/07/25,05:30:00,0,0.551,20.90
2022/07/25,05:45:00,0,0.551,20.80
2022/07/25,06:00:00,0,0.554,20.80
2022/07/25,06:15:00,0,0.555,20.80
2022/07/25,06:30:00,0,0.552,20.80
2022/07/25,06:45:00,0,0.553,20.80
2022/07/25,07:00:00,0,0.553,20.80
2022/07/25,07:15:00,0,0.551,20.70
2022/07/25,07:30:00,0,0.551,20.70
2022/07/25,07:45:00,0,0.555,20.70
2022/07/25,08:00:00,0,0.553,20.70
2022/07/25,08:15:00,0,0.555,20.70
2022/07/25,08:30:00,0,0.555,20.60
2022/07/25,08:45:00,0,0.552,20.60
2022/07/25,09:00:00,0,0.551,20.60
2022/07/25,09:15:00,0,0.554,20.60
2022/07/25,09:30:00,0,0.553,20.60
2022/07/25,09:45:00,0,0.553,20.50
2022/07/25,10:00:00,0,0.552,20.60
2022/07/25,10:15:00,0,0.552,20.50
2022/07/25,10:30:00,0,0.555,20.50
2022/07/25,10:45:00,0,0.554,20.50
2022/07/25,11:00:00,0,0.555,20.40
2022/07/25,11:15:00,0,0.552,20.40
2022/07/25,11:30:00,0,0.556,20.40
2022/07/25,11:45:00,0,0.553,20.30
2022/07/25,12:00:00,0,0.556,20.40
2022/07/25,12:15:00,0,0.554,20.30
2022/07/25,12:30:00,0,0.556,20.30
2022/07/25,12:45:00,0,0.555,20.30
2022/07/25,13:00:00,0,0.557,20.30
2022/07/25,13:15:00,0,0.557,20.20
2022/07/25,13:30:00,0,0.553,20.20
2022/07/25,13:45:00,0,0.552,20.20
2022/07/25,14:00:00,0,0.554,20.20
2022/07/25,14:15:00,0,0.554,20.30
2022/07/25,14:30:00,0,0.548,20.30
2022/07/25,14:45:00,0,0.549,20.20
2022/07/25,15:00:00,0,0.546,20.30
2022/07/25,15:15:00,0,0.546,20.40
2022/07/25,15:30:00,0,0.545,20.40
2022/07/25,15:45:00,0,0.546,20.50
2022/07/25,16:00:00,0,0.552,20.60
2022/07/25,16:15:00,0,0.537,20.60
2022/07/25,16:30:00,0,0.536,20.70
2022/07/25,16:45:00,0,0.535,20.70
2022/07/25,17:00:00,0,0.539,20.80
2022/07/25,17:15:00,0,0.525,20.90
2022/07/25,17:30:00,0,0.528,21.00
2022/07/25,17:45:00,0,0.526,21.10
2022/07/25,18:00:00,0,0.525,21.20
2022/07/25,18:15:00,0,0.526,21.30
2022/07/25,18:30:00,0,0.524,21.30
2022/07/25,18:45:00,0,0.527,21.40
2022/07/25,19:00:00,0,0.527,21.50
2022/07/25,19:15:00,0,0.525,21.60
2022/07/25,19:30:00,0,0.523,21.70
2022/07/25,19:45:00,0,0.523,21.80
2022/07/25,20:00:00,0,0.520,21.80
2022/07/25,20:15:00,0,0.518,22.00
2022/07/25,20:30:00,0,0.526,22.00
2022/07/25,20:45:00,0,0.534,22.10
2022/07/25,21:00:00,0,0.517,22.10
2022/07/25,21:15:00,0,0.521,22.20
2022/07/25,21:30:00,0,0.521,22.30
2022/07/25,21:45:00,0,0.521,22.30
2022/07/25,22:00:00,0,0.523,22.40
2022/07/25,22:15:00,0,0.521,22.50
2022/07/25,22:30:00,0,0.520,22.40
2022/07/25,22:45:00,0,0.518,22.50
2022/07/25,23:00:00,0,0.520,22.60
2022/07/25,23:15:00,0,0.519,22.50
2022/07/25,23:30:00,0,0.518,22.60
2022/07/25,23:45:00,0,0.521,22.60
2022/07/26,00:00:00,0,0.519,22.60
2022/07/26,00:15:00,0,0.517,22.60
2022/07/26,00:30:00,0,0.519,22.70
2022/07/26,00:45:00,0,0.521,22.70
2022/07/26,01:00:00,0,0.519,22.60
2022/07/26,01:15:00,0,0.518,22.60
2022/07/26,01:30:00,0,0.519,22.60
2022/07/26,01:45:00,0,0.514,22.50
2022/07/26,02:00:00,0,0.515,22.50
2022/07/26,02:15:00,0,0.518,22.50
2022/07/26,02:30:00,0,0.518,22.50
2022/07/26,02:45:00,0,0.515,22.40
2022/07/26,03:00:00,0,0.515,22.40
2022/07/26,03:15:00,0,0.514,22.30
2022/07/26,03:30:00,0,0.514,22.30
2022/07/26,03:45:00,0,0.513,22.20
2022/07/26,04:00:00,0,0.512,22.20
2022/07/26,04:15:00,0,0.514,22.20
2022/07/26,04:30:00,0,0.512,22.10
2022/07/26,04:45:00,0,0.514,22.10
2022/07/26,05:00:00,0,0.512,22.10
2022/07/26,05:15:00,0,0.512,22.10
2022/07/26,05:30:00,0,0.512,22.00
2022/07/26,05:45:00,0,0.512,22.00
2022/07/26,06:00:00,0,0.508,22.00
2022/07/26,06:15:00,0,0.510,22.00
2022/07/26,06:30:00,0,0.512,21.90
2022/07/26,06:45:00,0,0.510,21.90
2022/07/26,07:00:00,0,0.510,21.90
2022/07/26,07:15:00,0,0.512,21.90
2022/07/26,07:30:00,0,0.511,21.90
2022/07/26,07:45:00,0,0.510,21.80
2022/07/26,08:00:00,0,0.509,21.80
2022/07/26,08:15:00,0,0.511,21.80
2022/07/26,08:30:00,0,0.510,21.80
2022/07/26,08:45:00,0,0.509,21.80
2022/07/26,09:00:00,0,0.509,21.70
2022/07/26,09:15:00,0,0.508,21.70
2022/07/26,09:30:00,0,0.514,21.70
2022/07/26,09:45:00,0,0.510,21.60
2022/07/26,10:00:00,0,0.509,21.60
2022/07/26,10:15:00,0,0.513,21.60
2022/07/26,10:30:00,0,0.512,21.60
2022/07/26,10:45:00,0,0.510,21.60
2022/07/26,11:00:00,0,0.515,21.60
2022/07/26,11:15:00,0,0.512,21.50
2022/07/26,11:30:00,0,0.514,21.50
2022/07/26,11:45:00,0,0.510,21.50
2022/07/26,12:00:00,0,0.513,21.50
2022/07/26,12:15:00,0,0.511,21.40
2022/07/26,12:30:00,0,0.513,21.40
2022/07/26,12:45:00,0,0.516,21.40
2022/07/26,13:00:00,0,0.516,21.40
2022/07/26,13:15:00,0,0.514,21.40
2022/07/26,13:30:00,0,0.513,21.30
2022/07/26,13:45:00,0,0.514,21.30
2022/07/26,14:00:00,0,0.513,21.30
2022/07/26,14:15:00,0,0.514,21.30
2022/07/26,14:30:00,0,0.511,21.30
2022/07/26,14:45:00,0,0.514,21.40
2022/07/26,15:00:00,0,0.512,21.40
2022/07/26,15:15:00,0,0.514,21.40
2022/07/26,15:30:00,0,0.513,21.50
2022/07/26,15:45:00,0,0.513,21.60
2022/07/26,16:00:00,0,0.509,21.60
2022/07/26,16:15:00,0,0.512,21.70
2022/07/26,16:30:00,0,0.510,21.70
2022/07/26,16:45:00,0,0.509,21.80
2022/07/26,17:00:00,0,0.510,21.90
2022/07/26,17:15:00,0,0.510,22.00
2022/07/26,17:30:00,0,0.512,22.00
2022/07/26,17:45:00,0,0.509,22.10
2022/07/26,18:00:00,0,0.513,22.20
2022/07/26,18:15:00,0,0.510,22.30
2022/07/26,18:30:00,0,0.510,22.40
2022/07/26,18:45:00,0,0.508,22.40
2022/07/26,19:00:00,0,0.508,22.60
2022/07/26,19:15:00,0,0.506,22.60
2022/07/26,19:30:00,0,0.507,22.80
2022/07/26,19:45:00,0,0.508,22.80
2022/07/26,20:00:00,0,0.509,22.80
2022/07/26,20:15:00,0,0.507,23.00
2022/07/26,20:30:00,0,0.505,23.00
2022/07/26,20:45:00,0,0.509,23.10
2022/07/26,21:00:00,0,0.505,23.10
2022/07/26,21:15:00,0,0.509,23.10
2022/07/26,21:30:00,0,0.507,23.20
2022/07/26,21:45:00,0,0.509,23.30
2022/07/26,22:00:00,0,0.507,23.30
2022/07/26,22:15:00,0,0.505,23.40
2022/07/26,22:30:00,0,0.506,23.50
2022/07/26,22:45:00,0,0.507,23.50
2022/07/26,23:00:00,0,0.507,23.60
2022/07/26,23:15:00,0,0.514,23.60
2022/07/26,23:30:00,0,0.506,23.60
2022/07/26,23:45:00,0,0.507,23.60
2022/07/27,00:00:00,0,0.504,23.60
2022/07/27,00:15:00,0,0.504,23.60
2022/07/27,00:30:00,0,0.502,23.50
2022/07/27,00:45:00,0,0.503,23.60
2022/07/27,01:00:00,0,0.505,23.60
2022/07/27,01:15:00,0,0.503,23.50
2022/07/27,01:30:00,0,0.503,23.60
2022/07/27,01:45:00,0,0.503,23.50
2022/07/27,02:00:00,0,0.503,23.50
2022/07/27,02:15:00,0,0.502,23.40
2022/07/27,02:30:00,0,0.504,23.40
2022/07/27,02:45:00,0,0.502,23.30
2022/07/27,03:00:00,0,0.503,23.30
2022/07/27,03:15:00,0,0.501,23.20
2022/07/27,03:30:00,0,0.502,23.20
2022/07/27,03:45:00,0,0.500,23.10
2022/07/27,04:00:00,0,0.501,23.10
2022/07/27,04:15:00,0,0.500,23.00
2022/07/27,04:30:00,0,0.503,23.00
2022/07/27,04:45:00,0,0.500,22.90
2022/07/27,05:00:00,0,0.497,22.90
2022/07/27,05:15:00,0,0.498,22.90
2022/07/27,05:30:00,0,0.496,22.80
2022/07/27,05:45:00,0,0.500,22.80
2022/07/27,06:00:00,0,0.498,22.80
2022/07/27,06:15:00,0,0.502,22.70
2022/07/27,06:30:00,0,0.499,22.70
2022/07/27,06:45:00,0,0.497,22.60
2022/07/27,07:00:00,0,0.498,22.60
2022/07/27,07:15:00,0,0.501,22.60
2022/07/27,07:30:00,0,0.500,22.60
2022/07/27,07:45:00,0,0.499,22.50
2022/07/27,08:00:00,0,0.501,22.50
