"","node_id","node_box_x_min","node_box_x_max","node_box_y_min","node_box_y_max"
"31","78220000180131",486220.532166058,486409.468332494,4940646.07607316,4940923.92337837
"32","78220000180141",486012.359173535,486227.640749028,4940474.57107931,4940954.57107931
"33","78220000180151",485834.4782541,486015.521712501,4940663.05246287,4940794.94698942
"34","78220000180161",485653.203188301,485836.797238633,4940586.96296857,4940767.03648327
"35","78220000180171",485505.054123697,485678.946184167,4940477.77574694,4940619.82396897
"36","78220000180181",485369.688249402,485678.883429939,4940264.3347119,4940475.66509378
"37","78220000180191",485314.361058444,485685.638735984,4940084.66362528,4940265.33621576
"38","78220000180201",485421.518702274,485635.623928797,4939874.44872653,4940085.55111282
"39","78220000180211",485410.682984926,485675.317074236,4939693.26164454,4939876.73819759
"40","78220000180221",485320.981997089,485604.161244434,4939504.29297144,4939706.56386374
"41","78220000180231",485112.070043113,485533.930238986,4939069.71705736,4939878.28243823
"42","78220000180241",484961.351333082,485328.648947168,4938979.61607099,4939814.38338149
"43","78220000180251",484846.915143392,485083.085351243,4939118.34516005,4939465.6542917
"44","78220000180261",484696.146983979,484873.853429655,4939070.95561721,4939287.0438349
"45","78220000180271",484511.818205929,484698.182080404,4939017.11326342,4939170.88618905
"46","78220000180281",484383.664683535,484510.735629041,4938919.26435783,4939046.33530237
