"","node_id","node_wse","node_wse_precision_m","time","reach_id","drift_id"
"115","78220000220391",54.4812761856169,0.05,2022-07-30 01:53:10,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"116","78220000220401",54.5099164288637,0.05,2022-07-30 01:52:29,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"117","78220000220411",54.5491588228812,0.05,2022-07-30 01:52:05,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"118","78220000220421",54.6310012141893,0.05,2022-07-30 01:51:11,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"119","78220000220431",54.6628641948016,0.05,2022-07-30 01:50:27,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"120","78220000220441",54.7005352295483,0.05,2022-07-30 01:49:38,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"121","78220000220451",54.7027799231292,0.05,2022-07-30 01:48:35,78220000221,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"122","78220000230011",55.2604403287139,0.05,2022-07-30 01:26:52,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"123","78220000230021",55.2393872004804,0.05,2022-07-30 01:25:57,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"124","78220000230031",55.2829693478433,0.05,2022-07-30 01:25:23,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"125","78220000230041",55.3401616861578,0.05,2022-07-30 01:24:50,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"126","78220000230061",55.5325076018296,0.05,2022-07-30 01:22:52,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"127","78220000230091",55.7852220947593,0.05,2022-07-30 01:08:18,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"128","78220000230111",55.8449950653712,0.05,2022-07-30 01:02:25,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"129","78220000230121",55.9277529465923,0.05,2022-07-30 01:01:47,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"130","78220000230131",55.9317313883889,0.05,2022-07-30 01:01:05,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"131","78220000230151",55.9849964593795,0.05,2022-07-30 00:59:58,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"132","78220000230221",56.8994845543685,0.05,2022-07-30 00:54:14,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"133","78220000230231",57.0843567388411,0.05,2022-07-30 00:53:04,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"134","78220000230241",57.1660260346113,0.05,2022-07-30 00:52:22,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"135","78220000230251",57.1931239795631,0.05,2022-07-30 00:51:37,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"136","78220000230261",57.3289978201892,0.05,2022-07-30 00:44:02,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"137","78220000230271",57.4059916626955,0.05,2022-07-30 00:37:16,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"138","78220000230281",57.4698391449036,0.05,2022-07-30 00:36:33,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"139","78220000230291",57.6289768498761,0.05,2022-07-30 00:35:51,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"140","78220000230301",57.7716538467953,0.05,2022-07-30 00:35:19,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"141","78220000230311",57.8853981278421,0.05,2022-07-30 00:34:05,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"142","78220000230341",57.9578991348399,0.05,2022-07-30 00:31:50,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"143","78220000230351",58.0049221384117,0.05,2022-07-30 00:31:10,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"144","78220000230371",58.1721923266638,0.05,2022-07-30 00:29:41,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"145","78220000230381",58.2105535400921,0.05,2022-07-30 00:28:56,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"146","78220000230391",58.2348063454303,0.05,2022-07-30 00:28:13,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"147","78220000230401",58.2517319995713,0.05,2022-07-30 00:27:14,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"148","78220000230411",58.3023800904667,0.05,2022-07-30 00:14:30,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"149","78220000230421",58.2998253682924,0.05,2022-07-30 00:07:18,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"150","78220000230431",58.3115041793752,0.05,2022-07-30 00:06:37,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"151","78220000230441",58.3312934876505,0.05,2022-07-30 00:06:00,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"152","78220000230451",58.3349033584274,0.05,2022-07-30 00:05:21,78220000231,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"153","78220000240011",59.4194060486012,0.05,2022-07-29 23:07:31,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"154","78220000240021",59.6399317546677,0.05,2022-07-29 23:09:10,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"155","78220000240031",59.9437314120347,0.05,2022-07-29 23:21:58,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"156","78220000240041",59.9191238238426,0.05,2022-07-29 23:21:43,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"157","78220000240051",59.9432378816514,0.05,2022-07-29 23:23:05,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
"158","78220000240061",59.9960936895576,0.05,2022-07-29 23:22:10,78220000241,"SWOTCalVal_WM_GNSS_L2_Rec2_20220729T222100_20220730T023300"
