latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd2013,rcvr_clk_ns
42.46779607222223,-72.58329016944444,3.2227,13.40528,242,2021,31.315,3801775.586
42.467796061111116,-72.58329004166666,3.2186,13.40556,242,2021,31.311,-198153.348
42.46779604722222,-72.58329004722222,3.2211,13.40583,242,2021,31.314,-19.084
42.46779605277778,-72.58329006388888,3.2297,13.40611,242,2021,31.322,-32.433
42.467796077777784,-72.58329007777778,3.2383,13.40639,242,2021,31.331,-43.944
42.46779609722224,-72.58329010277778,3.2413,13.40667,242,2021,31.334,-51.636
42.4677961388889,-72.58329004722222,3.2269,13.40694,242,2021,31.320,-58.210
42.46779618055557,-72.58329007777778,3.2322,13.40722,242,2021,31.325,-63.808
42.467796311111115,-72.58329028333333,3.2086,13.40750,242,2021,31.301,-68.336
42.46779630833334,-72.58329025277777,3.2108,13.40778,242,2021,31.303,-72.070
42.467796327777776,-72.5832902111111,3.2166,13.40806,242,2021,31.309,-75.387
42.46779635833334,-72.58329019722221,3.2268,13.40833,242,2021,31.319,-78.206
42.46779640000002,-72.58329016666664,3.227,13.40861,242,2021,31.320,-80.491
42.46779642777778,-72.58329016388889,3.229,13.40889,242,2021,31.322,-82.466
42.467796452777776,-72.58329014444446,3.23,13.40917,242,2021,31.323,-83.996
42.4677964388889,-72.58329009166667,3.2259,13.40944,242,2021,31.319,-84.937
42.467796461111114,-72.58329008333332,3.2244,13.40972,242,2021,31.317,-85.577
42.46779645555556,-72.58329007222221,3.2323,13.41000,242,2021,31.325,-86.199
42.46779647777778,-72.58329004166666,3.2299,13.41028,242,2021,31.323,-86.583
42.46779648333334,-72.58329003611111,3.2316,13.41056,242,2021,31.324,-86.252
42.46779652222222,-72.58328997222219,3.2349,13.41083,242,2021,31.328,-85.929
42.46779657500001,-72.58328995555556,3.2277,13.41111,242,2021,31.320,-85.999
42.46779661944446,-72.58328995833332,3.2366,13.41139,242,2021,31.329,-85.916
42.46779665277778,-72.58328998333333,3.2401,13.41167,242,2021,31.333,-84.936
42.467796658333334,-72.58328999166666,3.2465,13.41194,242,2021,31.339,-82.483
42.46779664166667,-72.58329009444444,3.2558,13.41222,242,2021,31.348,-78.423
42.46779663333334,-72.58329010833333,3.2565,13.41250,242,2021,31.349,-72.884
42.4677966388889,-72.58329009444444,3.249,13.41278,242,2021,31.342,-66.099
42.46779660000001,-72.58329006944444,3.2498,13.41306,242,2021,31.342,-58.378
42.467796583333325,-72.58329010555555,3.2506,13.41333,242,2021,31.343,-50.792
42.46779656388889,-72.58329009444444,3.2503,13.41361,242,2021,31.343,-43.355
42.46779656111111,-72.58329011111111,3.2428,13.41389,242,2021,31.335,-36.339
42.46779656666668,-72.58329011666666,3.2421,13.41417,242,2021,31.335,-30.105
42.46779655833334,-72.58329013611112,3.2383,13.41444,242,2021,31.331,-24.556
42.46779656388889,-72.58329017222222,3.2422,13.41472,242,2021,31.335,-19.591
42.46779655833334,-72.58329023055553,3.2439,13.41500,242,2021,31.337,-15.003
42.46779658888889,-72.58329024444444,3.2359,13.41528,242,2021,31.329,-10.931
42.46779657777778,-72.58329022222222,3.2316,13.41556,242,2021,31.324,-7.748
42.46779656666668,-72.58329021666667,3.2291,13.41583,242,2021,31.322,-5.873
42.46779657777778,-72.58329018333333,3.2311,13.41611,242,2021,31.324,-4.527
42.46779657777778,-72.5832902111111,3.2352,13.41639,242,2021,31.328,-3.159
42.46779656388889,-72.58329021388889,3.2385,13.41667,242,2021,31.331,-2.066
42.46779652777778,-72.58329023888888,3.2485,13.41694,242,2021,31.341,-1.614
42.46779652777778,-72.58329024444444,3.2432,13.41722,242,2021,31.336,-1.439
42.467796488888894,-72.583290175,3.2332,13.41750,242,2021,31.326,-1.062
42.46779646388889,-72.58329021666667,3.2432,13.41778,242,2021,31.336,-0.402
42.4677964388889,-72.5832901888889,3.2418,13.41806,242,2021,31.334,0.172
42.46779641111112,-72.58329024444444,3.2486,13.41833,242,2021,31.341,0.427
42.46779635,-72.58329021666667,3.26,13.41861,242,2021,31.353,0.279
42.46779637777778,-72.58329011388888,3.2322,13.41889,242,2021,31.325,-0.115
42.46779639444445,-72.58329014166668,3.2429,13.41917,242,2021,31.336,-0.603
42.467796363888894,-72.58329010833333,3.2428,13.41944,242,2021,31.335,-1.303
42.46779637777778,-72.58329012499999,3.2405,13.41972,242,2021,31.333,-1.964
42.467796375000006,-72.58329012222222,3.2349,13.42000,242,2021,31.328,-2.781
42.467796355555556,-72.58329005277778,3.2188,13.42028,242,2021,31.311,-3.581
42.467796363888894,-72.58328989722222,3.1722,13.42056,242,2021,31.265,-4.168
42.467796355555556,-72.58328987777777,3.1758,13.42083,242,2021,31.268,-4.915
42.46779636944445,-72.58328983055554,3.1601,13.42111,242,2021,31.253,-5.991
42.46779640000002,-72.58328970555553,3.1373,13.42139,242,2021,31.230,-6.722
42.46779642777778,-72.58328972777777,3.1372,13.42167,242,2021,31.230,-7.013
42.467796449999994,-72.58328961944444,3.1185,13.42194,242,2021,31.211,-6.980
42.46779645833333,-72.58328951111112,3.1087,13.42222,242,2021,31.201,-6.705
42.46779638888889,-72.58329016388889,3.2554,13.42250,242,2021,31.348,-5.890
42.46779637222223,-72.58329020555556,3.2659,13.42278,242,2021,31.359,-5.369
42.46779638333334,-72.58329016944444,3.2635,13.42306,242,2021,31.356,-4.303
42.467796402777786,-72.58329005555555,3.2573,13.42333,242,2021,31.350,-2.878
42.46779636944445,-72.58328998333333,3.2526,13.42361,242,2021,31.345,-1.540
42.467796375000006,-72.58328991111111,3.2295,13.42389,242,2021,31.322,-0.427
42.46779636111111,-72.58328994722221,3.2492,13.42417,242,2021,31.342,0.854
42.46779640000002,-72.58328992777777,3.2413,13.42444,242,2021,31.334,2.105
42.467796380555555,-72.58328991944445,3.2277,13.42472,242,2021,31.320,3.162
42.46779636944445,-72.58328994444445,3.2352,13.42500,242,2021,31.328,4.077
42.467796291666666,-72.5832900111111,3.2463,13.42528,242,2021,31.339,5.066
42.467796355555556,-72.58329000555557,3.2597,13.42556,242,2021,31.352,5.640
42.46779631666668,-72.5832899611111,3.2489,13.42583,242,2021,31.342,6.244
42.46779631666668,-72.5832899611111,3.2638,13.42611,242,2021,31.356,6.793
42.46779628611112,-72.58329003333331,3.2727,13.42639,242,2021,31.365,6.829
42.467796319444446,-72.58328999999998,3.2688,13.42667,242,2021,31.361,6.214
42.46779625833333,-72.58328993611109,3.2508,13.42694,242,2021,31.343,5.707
42.46779630833334,-72.58328994722221,3.2499,13.42722,242,2021,31.343,4.979
42.467796302777785,-72.58328996388887,3.2554,13.42750,242,2021,31.348,4.623
42.46779634444445,-72.58329014722221,3.2979,13.42778,242,2021,31.391,4.422
42.46779629722222,-72.583290175,3.2951,13.42806,242,2021,31.388,4.262
42.4677963388889,-72.58329031944444,3.3291,13.42833,242,2021,31.422,4.378
42.467796241666676,-72.58329037222222,3.3595,13.42861,242,2021,31.452,4.803
42.46779618888889,-72.5832900111111,3.2827,13.42889,242,2021,31.375,4.711
42.46779626666667,-72.58329007222221,3.2891,13.42917,242,2021,31.382,4.951
42.46779622777778,-72.58329016944444,3.3031,13.42944,242,2021,31.396,5.278
42.46779623333333,-72.58329028333333,3.3293,13.42972,242,2021,31.422,5.220
42.467796222222226,-72.58329035555555,3.3456,13.43000,242,2021,31.438,5.375
42.46779624444445,-72.58329036111112,3.3435,13.43028,242,2021,31.436,5.243
42.467796241666676,-72.58329035555555,3.3511,13.43056,242,2021,31.444,4.812
42.46779627222223,-72.58329031388888,3.3565,13.43083,242,2021,31.449,4.718
42.46779627500001,-72.58329030833333,3.349,13.43111,242,2021,31.442,4.438
42.467796247222225,-72.58329024999999,3.3415,13.43139,242,2021,31.434,4.371
42.46779624444445,-72.58329032777776,3.3561,13.43167,242,2021,31.449,4.221
42.467796211111114,-72.58329036111112,3.3738,13.43194,242,2021,31.466,4.408
42.46779621388889,-72.58329040555556,3.3766,13.43222,242,2021,31.469,4.539
42.467796222222226,-72.583290475,3.3851,13.43250,242,2021,31.478,4.226
42.46779620277779,-72.58329047777778,3.3864,13.43278,242,2021,31.479,3.906
42.46779627222223,-72.583290475,3.3751,13.43306,242,2021,31.468,4.068
42.467796222222226,-72.58329043611111,3.3812,13.43333,242,2021,31.474,4.306
42.467796219444445,-72.58329046944444,3.3831,13.43361,242,2021,31.476,4.297
42.46779617500001,-72.5832905111111,3.39,13.43389,242,2021,31.483,3.848
42.46779619722222,-72.58329048333331,3.3905,13.43417,242,2021,31.483,3.703
42.467796158333336,-72.58329053611111,3.4043,13.43444,242,2021,31.497,3.673
42.467796211111114,-72.58329052777778,3.4096,13.43472,242,2021,31.502,3.932
42.467796269444456,-72.5832905861111,3.4074,13.43500,242,2021,31.500,4.171
42.46779629444445,-72.58329063333335,3.3995,13.43528,242,2021,31.492,4.197
42.4677963,-72.58329068055556,3.4021,13.43556,242,2021,31.495,4.579
42.46779634166667,-72.58329069999999,3.3992,13.43583,242,2021,31.492,4.777
42.467796347222226,-72.58329070277777,3.4136,13.43611,242,2021,31.506,4.981
42.467796247222225,-72.5832907638889,3.4142,13.43639,242,2021,31.507,5.307
42.46779620277779,-72.58329073333333,3.4173,13.43667,242,2021,31.510,5.712
42.46779619722222,-72.58329058333332,3.3848,13.43694,242,2021,31.477,5.590
42.4677961,-72.58329069444444,3.3908,13.43722,242,2021,31.483,5.711
42.4677962,-72.58329077222221,3.4203,13.43750,242,2021,31.513,5.485
42.467796158333336,-72.58329075,3.4048,13.43778,242,2021,31.497,5.150
42.467796177777785,-72.58329072499998,3.3999,13.43806,242,2021,31.493,4.777
42.46779612222222,-72.58329075555554,3.4283,13.43833,242,2021,31.521,4.617
42.467796030555554,-72.58329065555554,3.4221,13.43861,242,2021,31.515,4.479
42.46779597500001,-72.58329083333334,3.4248,13.43889,242,2021,31.517,4.365
42.46779598055556,-72.58329087777777,3.4387,13.43917,242,2021,31.531,4.273
42.46779595833334,-72.58329083888887,3.4439,13.43944,242,2021,31.537,4.472
42.46779600277779,-72.58329085555555,3.431,13.43972,242,2021,31.524,4.686
42.46779604166667,-72.58329081944444,3.4319,13.44000,242,2021,31.525,4.871
42.46779598888889,-72.58329091388889,3.4364,13.44028,242,2021,31.529,4.781
42.46779602777778,-72.58329090833332,3.4206,13.44056,242,2021,31.513,4.628
42.46779598055556,-72.58329077777778,3.4053,13.44083,242,2021,31.498,4.673
42.467795852777776,-72.58329057499999,3.3687,13.44111,242,2021,31.461,4.791
42.46779596111112,-72.58329030277777,3.2969,13.44139,242,2021,31.390,4.789
42.46779586666667,-72.58329030833333,3.272,13.44167,242,2021,31.365,4.819
42.467796061111116,-72.58329007777778,3.2181,13.44194,242,2021,31.311,4.979
42.467796044444455,-72.58328991944445,3.1883,13.44222,242,2021,31.281,5.102
42.467796008333345,-72.58328990833333,3.1849,13.44250,242,2021,31.278,5.163
42.46779599166667,-72.58328993333333,3.1863,13.44278,242,2021,31.279,5.057
42.46779595833334,-72.58329001944445,3.1993,13.44306,242,2021,31.292,4.600
42.46779596666667,-72.58329003055555,3.1997,13.44333,242,2021,31.292,4.132
42.46779594722223,-72.58329000555557,3.1948,13.44361,242,2021,31.287,3.504
42.46779594722223,-72.58328995277778,3.1955,13.44389,242,2021,31.288,3.165
42.46779598055556,-72.58328995833332,3.1935,13.44417,242,2021,31.286,2.758
42.46779599166667,-72.58328993333333,3.1877,13.44444,242,2021,31.280,2.237
42.46779605277778,-72.58328995277778,3.1834,13.44472,242,2021,31.276,2.138
42.46779606666667,-72.58328997222219,3.193,13.44500,242,2021,31.286,1.958
42.467796038888885,-72.58329006666666,3.1961,13.44528,242,2021,31.289,1.653
42.46779609444445,-72.58329008888889,3.1985,13.44556,242,2021,31.291,1.624
42.467796077777784,-72.58329006666666,3.1968,13.44583,242,2021,31.289,1.716
42.4677961,-72.58329006944444,3.1951,13.44611,242,2021,31.288,1.913
42.46779612222222,-72.58329001666667,3.1905,13.44639,242,2021,31.283,2.141
42.46779615,-72.58328999722222,3.1909,13.44667,242,2021,31.284,2.160
42.467796166666666,-72.58328999166666,3.192,13.44694,242,2021,31.285,1.883
42.467796194444446,-72.58328999999998,3.1937,13.44722,242,2021,31.286,2.017
42.46779621666667,-72.58329000555557,3.1979,13.44750,242,2021,31.291,2.193
42.467796194444446,-72.58329002777776,3.1988,13.44778,242,2021,31.291,2.442
42.46779613611111,-72.58329007222221,3.2021,13.44806,242,2021,31.295,2.397
42.46779629722222,-72.58328999999998,3.1868,13.44833,242,2021,31.279,2.237
42.46779625555555,-72.58329001388888,3.2019,13.44861,242,2021,31.295,2.722
42.46779628333333,-72.58328996944442,3.1953,13.44889,242,2021,31.288,3.293
42.46779623611112,-72.5832900111111,3.203,13.44917,242,2021,31.296,3.430
42.46779617500001,-72.58329006944444,3.2183,13.44944,242,2021,31.311,3.136
42.46779620555557,-72.58329001944445,3.2086,13.44972,242,2021,31.301,3.000
42.46779616388889,-72.58329003611111,3.2051,13.45000,242,2021,31.298,2.848
42.46779616388889,-72.58329003055555,3.2054,13.45028,242,2021,31.298,2.729
42.46779625277778,-72.58328996666667,3.1891,13.45056,242,2021,31.282,2.394
42.46779629444445,-72.58328995833332,3.191,13.45083,242,2021,31.284,2.240
42.46779620555557,-72.58329001666667,3.19,13.45111,242,2021,31.283,1.976
42.46779621666667,-72.58328998888888,3.1753,13.45139,242,2021,31.268,1.798
42.46779621666667,-72.58328995277778,3.1744,13.45167,242,2021,31.267,1.601
42.46779618888889,-72.58328993611109,3.1816,13.45194,242,2021,31.274,1.912
42.46779623055555,-72.58328994166666,3.1686,13.45222,242,2021,31.261,2.399
42.46779632222223,-72.58328991388889,3.157,13.45250,242,2021,31.250,2.702
42.4677963138889,-72.58328991944445,3.1577,13.45278,242,2021,31.250,2.431
42.467796327777776,-72.58328987499999,3.1554,13.45306,242,2021,31.248,1.984
42.467796327777776,-72.58328987777777,3.1592,13.45333,242,2021,31.252,1.646
42.4677963138889,-72.58328989722222,3.1594,13.45361,242,2021,31.252,1.349
42.46779627500001,-72.58328991944445,3.1603,13.45389,242,2021,31.253,1.249
42.467796302777785,-72.58328989166667,3.1538,13.45417,242,2021,31.246,1.234
42.46779634166667,-72.58328987222224,3.1626,13.45444,242,2021,31.255,1.240
42.46779639166666,-72.58328980833333,3.1503,13.45472,242,2021,31.243,1.092
42.467796444444446,-72.583289825,3.148,13.45500,242,2021,31.241,0.849
42.46779646388889,-72.58328981666666,3.1401,13.45528,242,2021,31.233,0.791
42.46779644722223,-72.58328984722222,3.1443,13.45556,242,2021,31.237,0.974
42.46779648611111,-72.58328982777778,3.1337,13.45583,242,2021,31.226,1.053
42.467796475,-72.58328987777777,3.138,13.45611,242,2021,31.231,0.890
42.467796497222224,-72.58328985,3.1391,13.45639,242,2021,31.232,0.867
42.46779651666667,-72.5832898,3.132,13.45667,242,2021,31.225,0.977
42.46779645555556,-72.5832898,3.1444,13.45694,242,2021,31.237,1.354
42.46779648333334,-72.58328975277776,3.1429,13.45722,242,2021,31.236,1.797
42.46779651388889,-72.58328973333332,3.1459,13.45750,242,2021,31.239,2.408
42.46779657777778,-72.58328969444445,3.1208,13.45778,242,2021,31.213,2.687
42.46779669444444,-72.58328968888888,3.1054,13.45806,242,2021,31.198,2.562
42.46779656388889,-72.58328973888888,3.1253,13.45833,242,2021,31.218,2.810
42.467796625000005,-72.58328966666666,3.1307,13.45861,242,2021,31.223,3.141
42.46779651944445,-72.58328973888888,3.1264,13.45889,242,2021,31.219,3.286
42.46779650833334,-72.5832897111111,3.1229,13.45917,242,2021,31.216,3.189
42.46779647222223,-72.5832896972222,3.1384,13.45944,242,2021,31.231,2.912
42.46779643333333,-72.5832896861111,3.1393,13.45972,242,2021,31.232,2.723
42.46779644722223,-72.58328968888888,3.1417,13.46000,242,2021,31.234,2.638
42.46779655,-72.58328976666667,3.1423,13.46028,242,2021,31.235,2.737
42.46779650555557,-72.58328970277776,3.1399,13.46056,242,2021,31.233,2.904
42.46779647222223,-72.5832896972222,3.1399,13.46083,242,2021,31.233,3.318
42.46779644722223,-72.58328966111111,3.1464,13.46111,242,2021,31.239,3.917
42.46779642777778,-72.58328963888889,3.1554,13.46139,242,2021,31.248,4.395
42.46779648333334,-72.58328957222221,3.1539,13.46167,242,2021,31.247,4.784
42.46779638888889,-72.5832895861111,3.1605,13.46194,242,2021,31.253,4.937
42.46779642777778,-72.58328961944444,3.1503,13.46222,242,2021,31.243,4.875
42.46779643055556,-72.58328961111111,3.153,13.46250,242,2021,31.246,4.688
42.46779647222223,-72.5832896527778,3.1543,13.46278,242,2021,31.247,4.400
42.467796449999994,-72.58328965000001,3.1649,13.46306,242,2021,31.258,4.434
42.467796416666665,-72.58328962499999,3.1627,13.46333,242,2021,31.255,4.423
42.46779637222223,-72.583289575,3.1552,13.46361,242,2021,31.248,4.240
42.46779636944445,-72.58328959444444,3.153,13.46389,242,2021,31.246,4.003
