"","node_id","reach_id","water_area_m2","image_name","datetime"
"1","NA",78220000191,437297.43571575,"PHR_2022_07_25_Willamette_32610__shifted_to__GoogleAeroport32610",2022-07-29 19:00:00
"2","NA",78220000191,343700.804197676,"PHR_2022_07_27_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"3","NA",78220000191,183759.399566839,"PHR_2022_07_28_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"4","NA",78220000191,440273.218255527,"PHR_2022_07_29_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
