"","node_id","reach_id","water_area_m2","image_name","datetime"
"1","78220000180811",78220000181,29565.1467842566,"PHR_2022_07_25_Willamette_32610__shifted_to__GoogleAeroport32610",2022-07-29 19:00:00
"2","78220000180811",78220000181,16104.8938892041,"PHR_2022_07_27_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"3","78220000180811",78220000181,18172.6243785689,"PHR_2022_07_28_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
"4","78220000180811",78220000181,30657.1266872547,"PHR_2022_07_29_Willamette_32610__shifted_to__WilaBing32610",2022-07-29 19:00:00
