"","reach_id","pt_time_UTC","mean_reach_pt_wse_m","mean_reach_pt_wse_precision_m"
"226","78220000171","2022-07-27 06:15:00",51.6222913670651,0.026
"227","78220000171","2022-07-27 06:30:00",51.6228913670651,0.026
"228","78220000171","2022-07-27 06:45:00",51.6226913670651,0.026
"229","78220000171","2022-07-27 07:00:00",51.623091367065,0.026
"230","78220000171","2022-07-27 07:15:00",51.623691367065,0.026
"231","78220000171","2022-07-27 07:30:00",51.6232913670651,0.026
"232","78220000171","2022-07-27 07:45:00",51.6234913670651,0.026
"233","78220000171","2022-07-27 08:00:00",51.624291367065,0.026
"234","78220000171","2022-07-27 08:15:00",51.6238913670651,0.026
"235","78220000171","2022-07-27 08:30:00",51.6228913670651,0.026
"236","78220000171","2022-07-27 08:45:00",51.6246913670651,0.026
"237","78220000171","2022-07-27 09:00:00",51.623691367065,0.026
"238","78220000171","2022-07-27 09:15:00",51.6244913670651,0.026
"239","78220000171","2022-07-27 09:30:00",51.6250913670651,0.026
"240","78220000171","2022-07-27 09:45:00",51.6250913670651,0.026
"241","78220000171","2022-07-27 10:00:00",51.624291367065,0.026
"242","78220000171","2022-07-27 10:15:00",51.6240913670651,0.026
"243","78220000171","2022-07-27 10:30:00",51.6240913670651,0.026
"244","78220000171","2022-07-27 10:45:00",51.624891367065,0.026
"245","78220000171","2022-07-27 11:00:00",51.6258913670651,0.026
"246","78220000171","2022-07-27 11:15:00",51.626091367065,0.026
"247","78220000171","2022-07-27 11:30:00",51.6268913670651,0.026
"248","78220000171","2022-07-27 11:45:00",51.626091367065,0.026
"249","78220000171","2022-07-27 12:00:00",51.626091367065,0.026
"250","78220000171","2022-07-27 12:15:00",51.626091367065,0.026
"251","78220000171","2022-07-27 12:30:00",51.626091367065,0.026
"252","78220000171","2022-07-27 12:45:00",51.6270913670651,0.026
"253","78220000171","2022-07-27 13:00:00",51.626691367065,0.026
"254","78220000171","2022-07-27 13:15:00",51.6282913670651,0.026
"255","78220000171","2022-07-27 13:30:00",51.6288913670651,0.026
"256","78220000171","2022-07-27 13:45:00",51.6268913670651,0.026
"257","78220000171","2022-07-27 14:00:00",51.6282913670651,0.026
"258","78220000171","2022-07-27 14:15:00",51.626691367065,0.026
"259","78220000171","2022-07-27 14:30:00",51.6274913670651,0.026
"260","78220000171","2022-07-27 14:45:00",51.6258913670651,0.026
"261","78220000171","2022-07-27 15:00:00",51.6276913670651,0.026
"262","78220000171","2022-07-27 15:15:00",51.6268913670651,0.026
"263","78220000171","2022-07-27 15:30:00",51.6258913670651,0.026
"264","78220000171","2022-07-27 15:45:00",51.626091367065,0.026
"265","78220000171","2022-07-27 16:00:00",51.6270913670651,0.026
"266","78220000171","2022-07-27 16:15:00",51.627291367065,0.026
"267","78220000171","2022-07-27 16:30:00",51.6264913670651,0.026
"268","78220000171","2022-07-27 16:45:00",51.6264913670651,0.026
"269","78220000171","2022-07-27 17:00:00",51.6274913670651,0.026
"270","78220000171","2022-07-27 17:15:00",51.628491367065,0.026
"271","78220000171","2022-07-27 17:30:00",51.628491367065,0.026
"272","78220000171","2022-07-27 17:45:00",51.6282913670651,0.026
"273","78220000171","2022-07-27 18:00:00",51.6300913670651,0.026
"274","78220000171","2022-07-27 18:15:00",51.6310913670651,0.026
"275","78220000171","2022-07-27 18:30:00",51.6300913670651,0.026
"276","78220000171","2022-07-27 18:45:00",51.6304913670651,0.026
"277","78220000171","2022-07-27 19:00:00",51.630291367065,0.026
"278","78220000171","2022-07-27 19:15:00",51.6322913670651,0.026
"279","78220000171","2022-07-27 19:30:00",51.631491367065,0.026
"280","78220000171","2022-07-27 19:45:00",51.6312913670651,0.026
"281","78220000171","2022-07-27 20:00:00",51.630891367065,0.026
"282","78220000171","2022-07-27 20:15:00",51.6312913670651,0.026
"283","78220000171","2022-07-27 20:30:00",51.631491367065,0.026
